Topics,congress,date,track,sponsor,party,state,topic
368,115th,2017-01-09,Introduced,"Crawford, Eric A. ",R,AR,Natural Resources
369,115th,2017-01-09,Introduced,"Roe, David P. ",R,TN,Health Care
370,115th,2017-01-09,Introduced,"Flores, Bill ",R,TX,Health Care
371,115th,2017-01-09,Introduced,"Clark, Katherine M. ",D,MA,Regulations
372,115th,2017-01-09,Passed House,"Gosar, Paul A. ",R,AZ,Labor / Immigration
373,115th,2017-01-09,Introduced,"Gohmert, Louie ",R,TX,Diplomacy
374,115th,2017-01-09,Became Law,"Beutler, Jaime ",R,WA,Natural Resources
375,115th,2017-01-09,Became Law,"Blackburn, Marsha ",R,TN,Natural Resources
376,115th,2017-01-09,Introduced,"Capuano, Michael E. ",D,MA,Small Business
377,115th,2017-01-09,Introduced,"Balart, Mario ",R,Ba,Border
378,115th,2017-01-09,Passed House,"Fleischmann, Charles J. ",R,TN,Regulations
379,115th,2017-01-09,Introduced,"Hastings, Alcee L. ",D,FL,Border
380,115th,2017-01-09,Introduced,"Caul, Michael T. ",R,TX,Border
381,115th,2017-01-09,Became Law,"Clintock, Tom ",R,CA,Natural Resources
382,115th,2017-01-09,Passed House,"Meng, Grace ",D,NY,Education
383,115th,2017-01-09,Introduced,"Posey, Bill ",R,FL,Regulations
384,115th,2017-01-09,Introduced,"Posey, Bill ",R,FL,Labor / Immigration
385,115th,2017-01-09,Introduced,"Radewagen, Aumua Amata Coleman ",R,AS,Chemical Substances
386,115th,2017-01-09,Introduced,"Sensenbrenner, F. James",R,WI,Tax Code
387,115th,2017-01-09,Passed House,"Yoder, Kevin ",R,KS,Regulations
388,115th,2017-01-10,Introduced,"Porter, Carol ",D,Po,Health Care
389,115th,2017-01-10,Introduced,"Royce, Edward R. ",R,CA,Tax Code
390,115th,2017-01-10,Became Law,"Smith, Christopher H. ",R,NJ,Border
391,115th,2017-01-10,Introduced,"Chaffetz, Jason ",R,UT,Border
392,115th,2017-01-10,Introduced,"Chaffetz, Jason ",R,UT,Border
393,115th,2017-01-10,Introduced,"Thornberry, Mac ",R,TX,Military
394,115th,2017-01-10,Introduced,"Jenkins, Lynn ",R,KS,Tax Code
395,115th,2017-01-10,Introduced,"Love, Mia B. ",R,UT,Regulations
396,115th,2017-01-10,Introduced,"Chaffetz, Jason ",R,UT,Regulations
397,115th,2017-01-10,Introduced,"Chaffetz, Jason ",R,UT,Regulations
398,115th,2017-01-10,Introduced,"Katko, John ",R,NY,Elections
399,115th,2017-01-10,Introduced,"Doggett, Lloyd ",D,TX,Tax Code
400,115th,2017-01-10,Introduced,"Black, Diane ",R,TN,Civil Law
401,115th,2017-01-10,Introduced,"Cheney, Liz ",R,WY,Natural Resources
402,115th,2017-01-10,Introduced,"Cohen, Steve ",D,TN,Civil Law
403,115th,2017-01-10,Introduced,"Farenthold, Blake ",R,TX,Military
404,115th,2017-01-10,Introduced,"Fleischmann, Charles J. ",R,TN,Regulations
405,115th,2017-01-10,Introduced,"Jenkins, Evan H. ",R,WV,Tax Code
406,115th,2017-01-10,Introduced,"Kind, Ron ",D,WI,Military
407,115th,2017-01-10,Introduced,"King, Steve ",R,IA,Tax Code
408,115th,2017-01-10,Introduced,"King, Steve ",R,IA,Tax Code
409,115th,2017-01-10,Introduced,"King, Steve ",R,IA,Health Care
410,115th,2017-01-10,Introduced,"King, Steve ",R,IA,Health Care
411,115th,2017-01-10,Introduced,"King, Peter T. ",R,NY,Military
412,115th,2017-01-10,Introduced,"Lawrence, Brenda L. ",D,MI,Military
413,115th,2017-01-10,Introduced,"Lawrence, Brenda L. ",D,MI,Education
414,115th,2017-01-10,Introduced,"Lawrence, Brenda L. ",D,MI,Tax Code
415,115th,2017-01-10,Introduced,"Lawrence, Brenda L. ",D,MI,Education
416,115th,2017-01-10,Introduced,"Lawrence, Brenda L. ",D,MI,Education
417,115th,2017-01-10,Introduced,"Lawrence, Brenda L. ",D,MI,Civil Law
418,115th,2017-01-10,Introduced,"Lawrence, Brenda L. ",D,MI,Military
419,115th,2017-01-10,Introduced,"Lawrence, Brenda L. ",D,MI,Tax Code
420,115th,2017-01-10,Introduced,"Lawrence, Brenda L. ",D,MI,Tax Code
421,115th,2017-01-10,Introduced,"Love, Mia B. ",R,UT,Chemical Substances
422,115th,2017-01-10,Introduced,"Clintock, Tom ",R,CA,Tax Code
423,115th,2017-01-10,Passed House,"Meng, Grace ",D,NY,Regulations
424,115th,2017-01-10,Introduced,"Peterson, Collin C. ",D,MN,Natural Resources
425,115th,2017-01-10,Passed House,"Poe, Ted ",R,TX,Border
426,115th,2017-01-10,Introduced,"Ratcliffe, John ",R,TX,Regulations
427,115th,2017-01-10,Introduced,"Sires, Albio ",D,NJ,Health Care
428,115th,2017-01-10,Passed House,"Thornberry, Mac ",R,TX,Natural Resources
429,115th,2017-01-10,Introduced,"Wittman, Robert J. ",R,VA,Budget
430,115th,2017-01-10,Introduced,"Yoho, Ted S. ",R,FL,Border
431,115th,2017-01-11,Introduced,"Weber, Randy K.",R,TX,Infrastructure
432,115th,2017-01-11,Introduced,"Bene, Suzan K. ",D,WA,Tax Code
433,115th,2017-01-11,Introduced,"Wilson, Joe ",R,SC,Chemical Substances
434,115th,2017-01-11,Introduced,"Denham, Jeff ",R,CA,Small Business
435,115th,2017-01-11,Passed House,"Ellison, Keith ",D,MN,Small Business
436,115th,2017-01-11,Introduced,"Smith, Christopher H. ",R,NJ,Diplomacy
437,115th,2017-01-11,Passed House,"Bilirakis, Gus M. ",R,FL,Border
438,115th,2017-01-11,Introduced,"Vargas, Juan ",D,CA,Natural Resources
439,115th,2017-01-11,Introduced,"Renacci, James B. ",R,OH,Civil Law
440,115th,2017-01-11,Introduced,"Poe, Ted ",R,TX,Civil Law
441,115th,2017-01-11,Introduced,"Calvert, Ken ",R,CA,Border
442,115th,2017-01-11,Introduced,"Emmer, Tom ",R,MN,Border
443,115th,2017-01-11,Passed House,"Jarlais, Scott ",R,TN,Natural Resources
444,115th,2017-01-11,Introduced,"Deutch, Theodore E. ",D,FL,Civil Law
445,115th,2017-01-11,Introduced,"Deutch, Theodore E. ",D,FL,Education
446,115th,2017-01-11,Became Law,"Griffith, H. Morgan ",R,VA,Regulations
447,115th,2017-01-11,Became Law,"Griffith, H. Morgan ",R,VA,Regulations
448,115th,2017-01-11,Introduced,"Huffman, Jared ",D,CA,Natural Resources
449,115th,2017-01-11,Passed House,"Jeffries, Hakeem S. ",D,NY,Chemical Substances
450,115th,2017-01-11,Introduced,"Jones, Walter B.",R,NC,Military
451,115th,2017-01-11,Introduced,"Latta, Robert E. ",R,OH,Tax Code
452,115th,2017-01-11,Became Law,"Luetkemeyer, Blaine ",R,MO,Natural Resources
453,115th,2017-01-11,Introduced,"Peterson, Collin C. ",D,MN,Small Business
454,115th,2017-01-11,Introduced,"Ross, Dennis A. ",R,FL,Border
455,115th,2017-01-11,Passed House,"Thompson, Bennie G. ",D,MS,Natural Resources
456,115th,2017-01-11,Introduced,"Titus, Dina ",D,NV,Natural Resources
457,115th,2017-01-11,Introduced,"Titus, Dina ",D,NV,Regulations
458,115th,2017-01-11,Introduced,"Trott, David A. ",R,MI,Natural Resources
459,115th,2017-01-11,Introduced,"Wagner, Ann ",R,MO,Civil Law
460,115th,2017-01-11,Passed House,"Young, David ",R,IA,Regulations
461,115th,2017-01-11,Introduced,"Upton, Fred ",R,MI,Border
462,115th,2017-01-12,Introduced,"Lewis, Jason ",R,MN,Regulations
463,115th,2017-01-12,Introduced,"Connolly, Gerald E. ",D,VA,Border
464,115th,2017-01-12,Introduced,"Connolly, Gerald E. ",D,VA,Civil Law
465,115th,2017-01-12,Introduced,"Gibbs, Bob ",R,OH,Infrastructure
466,115th,2017-01-12,Introduced,"Hultgren, Randy ",R,IL,Diplomacy
467,115th,2017-01-12,Passed House,"Walorski, Jackie ",R,IN,Regulations
468,115th,2017-01-12,Introduced,"Curbelo, Carlos ",R,FL,Natural Resources
469,115th,2017-01-12,Passed House,"Collins, Doug ",R,GA,Regulations
470,115th,2017-01-12,Introduced,"Ellison, Keith ",D,MN,Small Business
471,115th,2017-01-12,Introduced,"Ellison, Keith ",D,MN,Small Business
472,115th,2017-01-12,Introduced,"Issa, Darrell E. ",R,CA,Health Care
473,115th,2017-01-12,Introduced,"Issa, Darrell E. ",R,CA,Natural Resources
474,115th,2017-01-12,Introduced,"Issa, Darrell E. ",R,CA,Chemical Substances
475,115th,2017-01-12,Introduced,"Issa, Darrell E. ",R,CA,Natural Resources
476,115th,2017-01-12,Introduced,"Newhouse, Dan ",R,WA,Health Care
477,115th,2017-01-12,Passed House,"Huizenga, Bill ",R,MI,Small Business
478,115th,2017-01-12,Introduced,"Poe, Ted ",R,TX,Border
479,115th,2017-01-12,Passed House,"Poe, Ted ",R,TX,Border
480,115th,2017-01-12,Introduced,"Flores, Bill ",R,TX,Tax Code
481,115th,2017-01-12,Introduced,"Calvert, Ken ",R,CA,Regulations
482,115th,2017-01-12,Introduced,"Gosar, Paul A. ",R,AZ,Regulations
483,115th,2017-01-12,Introduced,"Hunter, Duncan D. ",R,CA,Border
484,115th,2017-01-12,Introduced,"Fazio, Peter A. ",D,OR,Regulations
485,115th,2017-01-12,Introduced,"Beatty, Joyce ",D,OH,Small Business
486,115th,2017-01-12,Introduced,"Biggs, Andy ",R,AZ,Border
487,115th,2017-01-12,Introduced,"Burgess, Michael C. ",R,TX,Border
488,115th,2017-01-12,Introduced,"Cartwright, Matt ",D,PA,Tax Code
489,115th,2017-01-12,Introduced,"Bene, Suzan K. ",D,WA,Civil Law
490,115th,2017-01-12,Introduced,"King, Steve ",R,IA,Civil Law
491,115th,2017-01-12,Introduced,"Capuano, Michael E. ",D,MA,Small Business
492,115th,2017-01-12,Introduced,"Capuano, Michael E. ",D,MA,Small Business
493,115th,2017-01-12,Introduced,"Capuano, Michael E. ",D,MA,Small Business
494,115th,2017-01-12,Passed House,"Carter, Earl L. ",R,GA,Natural Resources
495,115th,2017-01-12,Introduced,"Carter, John R. ",R,TX,Border
496,115th,2017-01-12,Introduced,"Coffman, Mike ",R,CO,Border
497,115th,2017-01-12,Passed House,"Cook, Paul ",R,CA,Natural Resources
498,115th,2017-01-12,Introduced,"Cramer, Kevin ",R,ND,Diplomacy
499,115th,2017-01-12,Introduced,"Santis, Ron ",R,FL,Regulations
500,115th,2017-01-12,Introduced,"Jarlais, Scott ",R,TN,Tax Code
501,115th,2017-01-12,Introduced,"Dingell, Debbie ",D,MI,Military
502,115th,2017-01-12,Introduced,"Grijalva, Raul M. ",D,AZ,Diplomacy
503,115th,2017-01-12,Introduced,"Labrador, Raul R. ",R,ID,Civil Law
504,115th,2017-01-12,Introduced,"Lance, Leonard ",R,NJ,Tax Code
505,115th,2017-01-12,Passed House,"Sally, Martha ",R,AZ,Border
506,115th,2017-01-12,Passed House,"Rooney, Thomas J. ",R,FL,Military
507,115th,2017-01-12,Introduced,"Ross, Dennis A. ",R,FL,Budget
508,115th,2017-01-12,Introduced,"Allard, Lucille ",D,Al,Diplomacy
509,115th,2017-01-12,Introduced,"Sensenbrenner, F. James",R,WI,Civil Law
510,115th,2017-01-12,Became Law,"Sensenbrenner, F. James",R,WI,Infrastructure
511,115th,2017-01-12,Passed House,"Welch, Peter ",D,VT,Infrastructure
512,115th,2017-01-12,Passed House,"Yoho, Ted S. ",R,FL,Regulations
513,115th,2017-01-12,Introduced,"Young, Don ",R,AK,Natural Resources
514,115th,2017-01-13,Introduced,"Calvert, Ken ",R,CA,Border
515,115th,2017-01-13,Introduced,"Ellison, Keith ",D,MN,Education
516,115th,2017-01-13,Introduced,"Ellison, Keith ",D,MN,Tax Code
517,115th,2017-01-13,Introduced,"Ellison, Keith ",D,MN,Civil Law
518,115th,2017-01-13,Became Law,"Gette, Diana ",D,CO,Chemical Substances
519,115th,2017-01-13,Passed House,"Buck, Ken ",R,CO,Small Business
520,115th,2017-01-13,Introduced,"Amodei, Mark E. ",R,NV,Natural Resources
521,115th,2017-01-13,Introduced,"Amodei, Mark E. ",R,NV,Labor / Immigration
522,115th,2017-01-13,Introduced,"Goodlatte, Bob ",R,VA,Labor / Immigration
523,115th,2017-01-13,Introduced,"Marchant, Kenny ",R,TX,Small Business
524,115th,2017-01-13,Introduced,"Lamborn, Doug ",R,CO,Civil Law
525,115th,2017-01-13,Introduced,"Crawford, Eric A. ",R,AR,Small Business
526,115th,2017-01-13,Passed House,"Katko, John ",R,NY,Border
527,115th,2017-01-13,Introduced,"Bishop, Rob ",R,UT,Natural Resources
528,115th,2017-01-13,Introduced,"Boyle, Brendan F. ",D,PA,Elections
529,115th,2017-01-13,Introduced,"Jenkins, Lynn ",R,KS,Tax Code
530,115th,2017-01-13,Introduced,"Engel, Eliot L. ",D,NY,Border
531,115th,2017-01-13,Introduced,"Hill, J. French ",R,AR,Small Business
532,115th,2017-01-13,Introduced,"Rourke, Beto ",D,TX,Border
533,115th,2017-01-13,Introduced,"Emmer, Tom ",R,MN,Tax Code
534,115th,2017-01-13,Became Law,"Emmer, Tom ",R,MN,Diplomacy
535,115th,2017-01-13,Became Law,"Chabot, Steve ",R,OH,Diplomacy
536,115th,2017-01-13,Introduced,"Biggs, Andy ",R,AZ,Regulations
537,115th,2017-01-13,Introduced,"Biggs, Andy ",R,AZ,Labor / Immigration
538,115th,2017-01-13,Passed House,"Bishop, Sanford D.",D,GA,Natural Resources
539,115th,2017-01-13,Introduced,"Blackburn, Marsha ",R,TN,Health Care
540,115th,2017-01-13,Introduced,"Cicilline, David N. ",D,RI,Tax Code
541,115th,2017-01-13,Introduced,"Collins, Chris ",R,NY,Health Care
542,115th,2017-01-13,Introduced,"Collins, Chris ",R,NY,Regulations
543,115th,2017-01-13,Introduced,"Collins, Chris ",R,NY,Health Care
544,115th,2017-01-13,Introduced,"Cook, Paul ",R,CA,Military
545,115th,2017-01-13,Introduced,"Cramer, Kevin ",R,ND,Regulations
546,115th,2017-01-13,Introduced,"Culberson, John Abney ",R,TX,Border
547,115th,2017-01-13,Introduced,"Lauro, Rosa L. ",D,CT,Infrastructure
548,115th,2017-01-13,Introduced,"Dent, Charles W. ",R,PA,Health Care
549,115th,2017-01-13,Passed House,"Donovan, Daniel M.",R,NY,Infrastructure
550,115th,2017-01-13,Introduced,"Engel, Eliot L. ",D,NY,Infrastructure
551,115th,2017-01-13,Introduced,"Fortenberry, Jeff ",R,NE,Labor / Immigration
552,115th,2017-01-13,Introduced,"Fortenberry, Jeff ",R,NE,Labor / Immigration
553,115th,2017-01-13,Introduced,"Hice, Jody B. ",R,GA,Natural Resources
554,115th,2017-01-13,Introduced,"Kildee, Daniel T. ",D,MI,Education
555,115th,2017-01-13,Passed House,"Kinzinger, Adam ",R,IL,Regulations
556,115th,2017-01-13,Introduced,"Lance, Leonard ",R,NJ,Infrastructure
557,115th,2017-01-13,Introduced,"Latta, Robert E. ",R,OH,Regulations
558,115th,2017-01-13,Passed House,"Loudermilk, Barry ",R,GA,Natural Resources
559,115th,2017-01-13,Introduced,"Loudermilk, Barry ",R,GA,Regulations
560,115th,2017-01-13,Became Law,"Marino, Tom ",R,PA,Natural Resources
561,115th,2017-01-13,Introduced,"Messer, Luke ",R,IN,Tax Code
562,115th,2017-01-13,Introduced,"Messer, Luke ",R,IN,Tax Code
563,115th,2017-01-13,Introduced,"Messer, Luke ",R,IN,Tax Code
564,115th,2017-01-13,Introduced,"Posey, Bill ",R,FL,Chemical Substances
565,115th,2017-01-13,Introduced,"Rohrabacher, Dana ",R,CA,Border
566,115th,2017-01-13,Introduced,"Roskam, Peter J. ",R,IL,Border
567,115th,2017-01-13,Introduced,"Sanchez, Linda T. ",D,CA,Regulations
568,115th,2017-01-13,Introduced,"Sanchez, Linda T. ",D,CA,Regulations
569,115th,2017-01-13,Introduced,"Serrano, Jose E. ",D,NY,Military
570,115th,2017-01-13,Introduced,"Serrano, Jose E. ",D,NY,Infrastructure
571,115th,2017-01-13,Introduced,"Serrano, Jose E. ",D,NY,Regulations
572,115th,2017-01-13,Introduced,"Serrano, Jose E. ",D,NY,Border
573,115th,2017-01-13,Introduced,"Serrano, Jose E. ",D,NY,Border
574,115th,2017-01-13,Introduced,"Serrano, Jose E. ",D,NY,Border
575,115th,2017-01-13,Introduced,"Sessions, Pete ",R,TX,Chemical Substances
576,115th,2017-01-13,Introduced,"Tiberi, Patrick J. ",R,OH,Infrastructure
577,115th,2017-01-13,Introduced,"Titus, Dina ",D,NV,Natural Resources
578,115th,2017-01-13,Introduced,"Wittman, Robert J. ",R,VA,Tax Code
579,115th,2017-01-13,Introduced,"Yarmuth, John A. ",D,KY,Diplomacy
580,115th,2017-01-13,Introduced,"Yarmuth, John A. ",D,KY,Education
581,115th,2017-01-13,Introduced,"Young, David ",R,IA,Natural Resources
582,115th,2017-01-17,Became Law,"Gohmert, Louie ",R,TX,Regulations
583,115th,2017-01-17,Introduced,"Blackburn, Marsha ",R,TN,Regulations
584,115th,2017-01-17,Passed House,"Donovan, Daniel M.",R,NY,Infrastructure
585,115th,2017-01-17,Introduced,"Ellison, Keith ",D,MN,Labor / Immigration
586,115th,2017-01-17,Introduced,"Hice, Jody B. ",R,GA,Diplomacy
587,115th,2017-01-17,Passed House,"Kennedy, Joseph P.",D,MA,Regulations
588,115th,2017-01-17,Passed House,"Pallone, Frank",D,NJ,Infrastructure
589,115th,2017-01-20,Became Law,"Smith, Lamar ",R,TX,Infrastructure
590,115th,2017-01-20,Passed House,"Latta, Robert E. ",R,OH,Infrastructure
591,115th,2017-01-20,Introduced,"Brat, Dave ",R,VA,Border
592,115th,2017-01-20,Introduced,"Guthrie, Brett ",R,KY,Health Care
593,115th,2017-01-20,Introduced,"Capuano, Michael E. ",D,MA,Elections
594,115th,2017-01-20,Introduced,"Capuano, Michael E. ",D,MA,Regulations
595,115th,2017-01-20,Introduced,"Capuano, Michael E. ",D,MA,Regulations
596,115th,2017-01-20,Introduced,"Lauro, Rosa L. ",D,CT,Diplomacy
597,115th,2017-01-20,Passed House,"Denham, Jeff ",R,CA,Natural Resources
598,115th,2017-01-20,Introduced,"Lynch, Stephen F. ",D,MA,Infrastructure
599,115th,2017-01-23,Passed House,"Scalise, Steve ",R,LA,Regulations
600,115th,2017-01-23,Passed House,"Royce, Edward R. ",R,CA,Infrastructure
601,115th,2017-01-23,Became Law,"Lowey, Nita M. ",D,NY,Budget
602,115th,2017-01-23,Introduced,"Calvert, Ken ",R,CA,Natural Resources
603,115th,2017-01-23,Introduced,"Calvert, Ken ",R,CA,Tax Code
604,115th,2017-01-23,Introduced,"Poe, Ted ",R,TX,Border
605,115th,2017-01-23,Introduced,"Davis, Danny K. ",D,IL,Education
606,115th,2017-01-23,Became Law,"Saulnier, Mark ",D,CA,Natural Resources
607,115th,2017-01-23,Introduced,"Ellison, Keith ",D,MN,Elections
608,115th,2017-01-23,Introduced,"Gabbard, Tulsi ",D,HI,Border
609,115th,2017-01-23,Became Law,"Kelly, Mike ",R,PA,Diplomacy
610,115th,2017-01-23,Introduced,"King, Steve ",R,IA,Education
611,115th,2017-01-23,Introduced,"Lamborn, Doug ",R,CO,Regulations
612,115th,2017-01-23,Passed House,"Langevin, James R. ",D,RI,Infrastructure
613,115th,2017-01-23,Passed House,"Kinley, David B. ",R,WV,Civil Law
614,115th,2017-01-23,Introduced,"Meehan, Patrick ",R,PA,Budget
615,115th,2017-01-23,Introduced,"Ross, Dennis A. ",R,FL,Tax Code
616,115th,2017-01-23,Introduced,"Smith, Christopher H. ",R,NJ,Border
617,115th,2017-01-24,Introduced,"Fazio, Peter A. ",D,OR,Small Business
618,115th,2017-01-24,Passed House,"Lamborn, Doug ",R,CO,Natural Resources
619,115th,2017-01-24,Introduced,"Chabot, Steve ",R,OH,Infrastructure
620,115th,2017-01-24,Passed House,"Poe, Ted ",R,TX,Regulations
621,115th,2017-01-24,Introduced,"Chaffetz, Jason ",R,UT,Natural Resources
622,115th,2017-01-24,Introduced,"Chaffetz, Jason ",R,UT,Civil Law
623,115th,2017-01-24,Introduced,"Chaffetz, Jason ",R,UT,Chemical Substances
624,115th,2017-01-24,Became Law,"Valadao, David G. ",R,CA,Regulations
625,115th,2017-01-24,Passed House,"Aguilar, Pete ",D,CA,Border
626,115th,2017-01-24,Introduced,"Thompson, Glenn ",R,PA,Health Care
627,115th,2017-01-24,Passed House,"Cartwright, Matt ",D,PA,Infrastructure
628,115th,2017-01-24,Introduced,"Davis, Rodney ",R,IL,Labor / Immigration
629,115th,2017-01-24,Introduced,"Conaway, K. Michael ",R,TX,Tax Code
630,115th,2017-01-24,Introduced,"Cohen, Steve ",D,TN,Civil Law
631,115th,2017-01-24,Introduced,"Noem, Kristi L. ",R,SD,Tax Code
632,115th,2017-01-24,Introduced,"Meng, Grace ",D,NY,Military
633,115th,2017-01-24,Introduced,"Harper, Gregg ",R,MS,Labor / Immigration
634,115th,2017-01-24,Introduced,"Harper, Gregg ",R,MS,Regulations
635,115th,2017-01-24,Introduced,"Schakowsky, Janice D. ",D,IL,Health Care
636,115th,2017-01-24,Introduced,"Schakowsky, Janice D. ",D,IL,Tax Code
637,115th,2017-01-24,Introduced,"Palmer, Gary J. ",R,AL,Chemical Substances
638,115th,2017-01-24,Introduced,"Calvert, Ken ",R,CA,Natural Resources
639,115th,2017-01-24,Introduced,"Abraham, Ralph Lee ",R,LA,Border
640,115th,2017-01-24,Introduced,"Allen, Rick W. ",R,GA,Budget
641,115th,2017-01-24,Introduced,"Allen, Rick W. ",R,GA,Labor / Immigration
642,115th,2017-01-24,Passed House,"Barletta, Lou ",R,PA,Border
643,115th,2017-01-24,Introduced,"Barletta, Lou ",R,PA,Border
644,115th,2017-01-24,Introduced,"Black, Diane ",R,TN,Health Care
645,115th,2017-01-24,Introduced,"Bost, Mike ",R,IL,Health Care
646,115th,2017-01-24,Introduced,"Buchanan, Vern ",R,FL,Budget
647,115th,2017-01-24,Introduced,"Carson, Andre ",D,IN,Education
648,115th,2017-01-24,Passed House,"Cheney, Liz ",R,WY,Natural Resources
649,115th,2017-01-24,Introduced,"Collins, Chris ",R,NY,Tax Code
650,115th,2017-01-24,Introduced,"Culberson, John Abney ",R,TX,Infrastructure
651,115th,2017-01-24,Introduced,"Cummings, Elijah E. ",D,MD,Civil Law
652,115th,2017-01-24,Introduced,"Cummings, Elijah E. ",D,MD,Diplomacy
653,115th,2017-01-24,Passed House,"Cummings, Elijah E. ",D,MD,Civil Law
654,115th,2017-01-24,Passed House,"Fazio, Peter A. ",D,OR,Infrastructure
655,115th,2017-01-24,Passed House,"Donovan, Daniel M.",R,NY,Infrastructure
656,115th,2017-01-24,Introduced,"Duffy, Sean P. ",R,WI,Health Care
657,115th,2017-01-24,Became Law,"Duffy, Sean P. ",R,WI,Regulations
658,115th,2017-01-24,Introduced,"Ellison, Keith ",D,MN,Elections
659,115th,2017-01-24,Introduced,"Farenthold, Blake ",R,TX,Civil Law
660,115th,2017-01-24,Passed House,"Gosar, Paul A. ",R,AZ,Natural Resources
661,115th,2017-01-24,Introduced,"Guthrie, Brett ",R,KY,Labor / Immigration
662,115th,2017-01-24,Introduced,"Jenkins, Lynn ",R,KS,Health Care
663,115th,2017-01-24,Introduced,"Jenkins, Evan H. ",R,WV,Education
664,115th,2017-01-24,Introduced,"Joyce, David P. ",R,OH,Infrastructure
665,115th,2017-01-24,Passed House,"Keating, William R. ",D,MA,Infrastructure
666,115th,2017-01-24,Passed House,"King, Peter T. ",R,NY,Border
667,115th,2017-01-24,Introduced,"King, Peter T. ",R,NY,Diplomacy
668,115th,2017-01-24,Introduced,"Latta, Robert E. ",R,OH,Tax Code
669,115th,2017-01-24,Introduced,"Lieu, Ted ",D,CA,Diplomacy
670,115th,2017-01-24,Introduced,"Lofgren, Zoe ",D,CA,Labor / Immigration
671,115th,2017-01-24,Introduced,"Lowey, Nita M. ",D,NY,Diplomacy
672,115th,2017-01-24,Became Law,"Lowey, Nita M. ",D,NY,Diplomacy
673,115th,2017-01-24,Introduced,"Luetkemeyer, Blaine ",R,MO,Diplomacy
674,115th,2017-01-24,Introduced,"Caul, Michael T. ",R,TX,Regulations
